Statistical_Unit,Id,Statistical_Unit_Label,Statistical_Unit_Label_Welsh,Statistical_Unit_Description,Statistical_Unit_Description_Welsh
People,1,,,People living in England and Wales,Pobl sy'n byw yng Nghymru a Lloegr
